timestamp,speaker,text
00:12:09,Speaker D,"located on line 15 of the recommendation. And so you can see that 16, no, 15. You can see the executive recommendation put in$151 million for that recommendation. And you can see on the LFC, it doesn't necessarily show anything in that column. That's because it's a braided funding with a few other things, but it's a smaller amount.$5 million from the trust fund and about$5 million from federal temporary assistance for needy families. But what I will say is that we have some differences in pre-K, which is going to affect this recommendation as well. And you want to think about, when you're thinking about pre-K and child care assistance, you do think about them in collaboration. As Allegra was just talking about, they both have policy outcomes. Child care assistance helps families work and go to school and participate economically. It's really good at that. It was built at that. We show outcomes that it helps family income. Pre-kindergarten has been shown to change educational outcomes. Now, when you invest in pre-kindergarten, you're also investing in the childcare system in a way. Those are both care options for families. So when you put money into pre-K, those three and four-year-olds are going into pre-K classrooms, whereas they may be going into child care assistance classrooms. And so when you think about the two recommendations, it's the same mostly provider network. You do have it in schools and private providers, but they're both care options. And so where we put the money, that's the lever that we're pulling on what outcomes that we're focusing most on. And so why does that matter? If you look down, the pre-K recommendations between the two are a little bit different to the LLC recommendation has another$5 million in pre-K, early pre-K expansion, and that's from the permanent School fund. The executive recommendation also adds pre-K money, but this is important. So the executive recommendation puts in money for pre-kindergarten that comes from a non-recurring revenue source, and so it would have to either be not replaced last year or this body would have to come back and replace it next year. It's coming at the public education. As we think about how those revenue sources are put together, we think about child care assistance and pre-K as supporting systems, and how we complement those is how we think about prioritizing the funding and the revenue source. So you can see, I mean, those are the kind of the big conversations. You can see in the first P code, lines one through 12, both recommendations put about$4 million into home visiting expansions. Both recommendations put$3 million into the family infant toddler. So no differences there. LLC puts a little bit more using a different fund balance, a different revenue source for agency operations overall. And then, really, the rest of it is, you know, there's a little bit of support money for pre-K quality in the executive and the LFC, but the big, big difference is that childcare and that pre-K money. So, fit is the same, and home visiting is the same. So, those are your decision points, are really those two big pieces. The other decision point that's really important is language. So, the LFC recommendation has a little bit more language than the executive recommendation, and it has mostly to do with those leverage policy points that we talked about. The LFC recommendation has language saying that the department shall implement a co-payment system, and that would result in that$11 to$12 million savings that we were talking about for families, 250% to 400% of FPL. The LFC recommendation also has language that requires the department to implement the enrollment prioritization. So it says the agency shall have a priority enrollment of the zero to three population, the lowest income, kinship, guardianship, families, and families eligible for TANF temporary assistance of needy family. So those are two really important language pieces that are big policy decisions before this body. And with that, we'll just go over the difference sheets. And Mary Beth can also give any comments, obviously. So we'll turn to page nine. Page nine is your overall total agency roll-up. So you can see the big differences there. That$150 million that the executive is above. LFC in general fund that's the child care menu we discussed the 14 million dollars that you see LFC above in other transfers is uh revenue that the LFC put in from the uh land grant not from land grant from the trust fund um we have a very small federal revenue difference only 200,000 and that's some assumptions that the executive made above the LFC And then you'll see that fund balance that we talked about in pre-K, the executive recommendation puts that 4.6 million in fund balance, not included in the LFC recommendation. And the spending is differences are just those things we talked about. LFC did a little bit more in operating support for health care and risk benefits. The executive put in a little bit more for contracts and support for child care assistance in pre-K. The executive put more in for the enrollment of Universal. And those are kind of the big differences. With that, I will turn it over to Mary Beth for comments. Thanks, Mr. Chair, members of the committee. It's nice to see you all again. You've been seeing a lot of me. Just a couple of quick comments on the overall. Kelly has done a fantastic job laying out those differences. So I'm not going to take any more time to really discuss that. But I"
00:18:49,Speaker B,will just address one of the things that she mentioned
00:18:52,Speaker D,"was this replacement using fund balance in pre-K. The amount is about four and a half million, I believe, that we put in there. And I want to address two pieces of this. So the first piece is it is non-recurring, right? As Kelly said, absolutely non-recurring funding source. However, every year that the department does get an increased distribution from the land grant permanent fund, which pre-kindergarten is one of the programs that is heavily supported by the land grant. And the anticipated increase for subsequent fiscal years is definitely higher than 4.6 million. So there is definitely a pathway forward that should hopefully not cause too many issues using this fund balance in the budget. And then just to address the fund balance, as Kelly said, to be frank, this money should have been reverted. It was not. It was pre-kindergarten money, I believe, at the outset. The executive is just looking to use this up on things that"
00:20:00,Speaker B,"aligned with the original fund purpose. So just to give you a little bit of context there on the thinking in the executive recommendation. But overall, I don't think I have anything else to point out right now. So I'll turn it back to Kelly. Okay. So just, you know, in case you wanted to look back at any of your volumes, there's some discussion on early childhood funding in volume one, starting on page 50. 42, a really in-depth discussion of the LFC budget recommendation, volume 254. And then we have a plethora of early childhood tables on home visiting, pre-kindergarten, and child care assistance in volume three that might be really helpful in this discussion. And that starts on page 87. So, just a little light reading for you all. And with that, I will turn it over to the Secretary for comment. Thank you both, Madam Secretary. Great to see you. Thank you, Mr. Chair, members of the House Appropriations Finance Committee. It's wonderful to be here with you. If I could just take a moment to orient you to the packet that you should all have from us. One, you'll see, which is a familiar document that you'll see is our universal child care brief. Looks like this. Just to let you know, all the data related to families and children has been. Updated since as of January 15th. So, when we gave this to you on December 11th, that was data up through the end of November. We know it's very important for you as"
00:21:49,Speaker D,"you make these critical policy decisions to have up-to-date data and wanted you to have that. We also have included a couple family profiles, and I think these are important to just humanize what this universal child care policy means to New Mexicans. We have Carmen Lazarin, who's at between 700 and 800 percent of the federal poverty, who's a detective for the Las Cruces Police Department. Tells a little bit about her story and what universal child care has meant. And then, who you met yesterday"
00:22:25,Speaker A,"in the chamber, Kenny and Crystal Martinez. He is a firefighter and she is"
00:22:30,Speaker B,an ER nurse in Albuquerque. And they're
00:22:31,Speaker E,"between 500 and 600 federal poverty levels. So, these are just a few examples of profiles that we have on families, and happy to share more of those. On the right side, you have an annual report. This is a statutorily required report. There are actually four laws that the department is required to respond to the legislature annually in regards to. We used to give you four reports, and a few years ago, we decided to make them all into one report. So it's everything related to Child Care Accountability Act, the Early Childhood Accountability Act, the Home Visiting Accountability Act, and I believe there's one more, and I can't remember what that is. But that's all in here. And then behind that report, you have a fact sheet from our Interagency Coordinating Council. And I'm so pleased to have here with us in the audience today, Kristen Mora, who is our parent rep on the Interagency Coordinating Council, and April Spalding, who is a provider of FIT services here in the state. And the Interagency Coordinating Council is a federally mandated body that advises the department on our early intervention program. And they are here, and this fact sheet is related to our C2 request, the Fit Kids Phase 1. This is a legacy system. We have a most viable product or is coming online here at the end of 26, and we want to move forward with Phase 1. And that was in the executive request for our C2. So just a little bit there. And then before I turn to sharing with you the House Appropriations Hearing Finance Committee, our 27 priorities, I did just want to recognize the executive leadership team of the Early Childhood Education and Care Department, fondly known as ECECD. And they are sitting here to the left. And I just, they really are an incredible group of people who work very well together. They work with community, they work with families. And there's what have brought us to this place here in the state of New Mexico to be the first in the nation to be offering universal child care to families. So each year we have worked, the ECECD, with the support of the legislature, to make great Strides towards building a family-centered, universal, comprehensive early childhood system that delivers outcomes. Our fiscal year 27 budget, the executive budget request, keeps that momentum going by strengthening capacity, improving quality, and holding providers and the department accountable for results for children and families. This executive budget also invests in the department's 2022-2027 five-year strategic plan with targeted recurring and non-recurring investments. Together, we are building an early childhood infrastructure that will last for generations, one that keeps universal, comprehensive access strong and sustainable for years. I want to talk on page one. If I can scroll to page one, this outlines the gap in the budget overview that you've just heard from Kelly and Meribeth and does it pretty clearly. And the executive budget. Reflects what it takes to maintain universal access, grow, and professionalize the early childhood workforce, and fulfill our statutory obligations. The LFC recommendation includes important investments, as you've heard from Kelly, but it also creates serious risks to access, to workforce retention, and to system capacity. The FY27 executive budget requests$256.6 million in recurring and non-recurring investments. As you see here, the Legislative Finance Committee has recommended a little under$77 million. That leaves a pretty significant gap of almost$180 million that has real consequences for families, providers, and communities across New Mexico. Here's the challenge: the LFC recommendation gives us$153 million less than what we need to maintain and expand current services, and it's about$30 million short of the capacity-building investments that we've requested. This gap will have a negative impact on. On the 9,390 families who've enrolled in child care since November, the 380 providers who have opted into the enhanced rate and are paying higher wages to their employees, hundreds of providers who are working to expand supply to meet the growing demand in New Mexico, and the states, rural, tribal, and urban communities that are counting on all of us to deliver. So, when you see on page two, who are we serving in universal child care? Let me get my brief out too so I can follow along. We are serving nearly 40,000 children as of January 15th. And what you will see reflected here is that we're going to walk through this, and you can see 27% of the new families are below at or below 200% of federal poverty. That's less than$65,000 annually for a family of four. These are our lowest-income families. Since the expansion in November, Seen the number of child care assistance contracts for this group rise. This shows how investing in universal child care is the access that lifts everyone. Here's what universal access does: 44% of new applications came from families who are already eligible before we removed the income limit. In total, 83% of our newly enrolled families are at or below 80% FPL, 800% FPL, family, I'm sorry, federal poverty level. That sounds high, but income alone often obscures the true details of families' financial picture. Families at all income levels are facing student loans, medical debt, high housing costs that threaten their financial stability. These are working families, teachers, nurses, small business owners, state employees who were priced out of the child care market or couldn't advance their careers before universal access. Many families at the top of the income scale. Else still needs support. We've heard from high-earning professionals who can't find care for their infant or lack full-day options. It makes it impossible for both parents to work, so one puts their career on hold. For others, this support means the difference between staying in New Mexico or moving back away from New Mexico to be near family who can help support the caregiving needs. It shows the child care affordability crisis affects families at every income level and that universal access is meeting a real need across New Mexico's economy. And as the research shows, it will pay great dividends, not only because of economic stability, because it supports early childhood development and what we know it does, but it also supports the prosperity and the future of New Mexico's economy. This budget also funds a critical need to expand infant and toddler care. According to the Department of Health and Human Services, only 10.8% of New Mexico families can afford infant care without assistance. Exactly where families need the help most. Infant care, as you see here, costs 86% more than in-state public university tuition. That is out of reach for most families. The next table shows that 37% of new child care contracts serve infants and toddlers, the most expensive and hardest to find care. That's up from 29% before we announced universal child care. Now turn to page three and it provides you a breakdown of the child care investments. The executive ask is for$160.6 million to deliver care to 56,800 children statewide, an increase of 24,000 children when compared to July 2025. We are on track to double the number of infants and toddlers served by the end of fiscal year 27. The child care assistance rates are often talked about, and we want to make sure you understand how we see those rates impacting. The care for children. Look at the table on page three. This is an example of a four-star enhanced rate. So, those are the providers who've opted in to our highest quality, to one of our highest quality tiers. A child care provider receives$23,100 per year for one infant slot. That's what we pay to support high-quality infant care. This chart shows you an estimate of how that money is spent. 65%, nearly two-thirds, goes to personnel costs, 50% for salaries, 5% for mandatory personnel costs, like payroll taxes and workers' compensation, 6% for discretionary personnel costs, life insurance, retirement contributions, and paid time off. The remaining 35% covers everything else that education programs need to offer, like curriculum and materials, occupancy costs, program administration, and small operating reserves. Here's why this matters and why our rates are built on a salary scale that starts with an$18. Our wage floor and increases based on credentials, experience, and role. These salary scales are embedded in our wage scale and career lattice, which I'll discuss in more detail shortly. When we set our rates, we're not just paying for child care slots, we're funding a compensation structure that makes early childhood education a viable career. We're ensuring that providers can pay competitive wages while covering all other costs of running a quality program. This is how we achieved a 65% increase in medium child care wages since 2020. That's something we can all celebrate. This is how we grew the workforce by 64% while the rest of the nation declined. And this is why the$150.6 million cut to universal child care in the LFC recommendation is so consequential. It threatens this entire model. The wage scale and career lattice on page four, you'll see a brief handout of a page on now. I'm turning. This page, page four. We request$57 million over three years for the wage scale and career lattice. We want to be clear that this funding will not exist in isolation. We are improving compensation for early childhood professionals through multiple approaches, rate setting, as I just described, pay parity, and wage supplements. These programs all work together, and total spending for FY27 on direct compensation will be closer to 34 million. The"
00:33:58,Speaker B,total is even higher when you include rate increases. The
00:34:01,Speaker D,legislature has already shown strong commitment to
00:34:03,Speaker E,"the early childhood workforce. In FY25, you gave us$5 million in GROW funds to support educators who work with our infants and toddlers, our youngest children whose brains are developing faster than they ever will, and who require skilled and sensitive caregiving and teaching. Here's what we did with the funding. We launched a pay parity program for infant and toddler educators, bringing their Pay into alignment with similarly credentialed K-12 educators. The results are clear. Participants had an average of a 30% pay increase, about 10,000 per year. The program supported 188 educators in FY25. We also use these funds to support scholarships to help infant and toddler educators get on higher credentials, and we also supported coaching and professional development. We've run similar parity programs for pre-K and for Head Start, and we've seen the results, a more consistent workforce, better recruitment, and better retention. New Mexico is already a national leader in supporting its early childhood workforce, but the wage scale and career lattice is an essential framework that will ensure all these investments reach the workforce and have the impact we intend. I want to talk a little bit about our implementation plan, which we've laid out here very briefly on page four. Spring, we're going to launch a small cross-sector working group. Hope Kelly will be on that as well, and other legislative committee staff focused on four key areas. We know that we have the framework now, but we need to establish the administrative structure to actually fund the early childhood professionals based on the wage scale. We need to identify practical ways to track and monitor wages and credentials and create policies for measuring and crediting professional skills gained through experience and education. We need to build a phase-targeted approach to full wage scale implementation. On page five, you'll see we've laid out who we're actually serving across New Mexico and what this gap means. So far, I focused on the numbers, but now I really want to bring this home and show you what this means for families in your counties. The table on the back shows that newly enrolled families live in almost all of our communities, I think, with the exception of. Union and Hidalgo and Catherine are the only programs that have not enrolled any families since universal child care. But all other counties in the state, we're seeing an uptake in the support through universal child care. We do need to work to close this 179.4 million gap that we have between the LFC and the executive recommendation so that these tens of thousands of families and the thousands, tens of thousands of professionals who are serving them can continue the"
00:37:15,Speaker B,momentum that we've been on and continue
00:37:16,Speaker F,"to meet children's needs, families' needs, and"
00:37:18,Speaker E,"the needs of our economy. We cannot sustain services for the nearly 40,000 children with only 48 million or 19 million each year, which would be reflected in the GROW funding. And we want to make sure that our families across New Mexico know that they can count on us and they can know that we'll be there to support them beyond. Fiscal year 26. So, in closing, I just want to shift us now, unless you want to take any questions about that. I want to talk about the wage scale, but I just want to say that of the working families, I want to give you a little snapshot of who they are because they're in your communities. Madam Secretary, yes, I want to go to Kelly really quick, and then we'll come back to you to continue. Okay, I have just"
00:38:18,Speaker B,close on the families and then I'll
00:38:19,Speaker A,"turn back to Kelly before I do wage scale. Sounds good. Thank you, Mr."
00:38:24,Speaker E,"Chair. I apologize. I did want to capture, and the staff have done a good job kind of looking at who has enrolled. These are families from the agriculture community, military families at Holloman, Cannon, Air Force Bases, families in the oil and gas industry, the backbone, as we've described already, of our essential workers, our firefighters, police officers. And just let me share what one of those families told us. And that is a testimonial from Doña Anna County that shows exactly what is at stake. And I think that's captured in the story that we put in your family profile. And I received some emails this week from the Chamber of Mothers, who I'd never heard of, a wonderful New Mexico chapter. But one of the mothers just said, universal child care has not only saved my life, it saved the life of my child. And so I think these are impactful. I'll be happy to share those with you. They've noted the families, which district they're from, which House"
00:39:36,Speaker A,"district, Senate district. But I just, I hope that you"
00:39:39,Speaker B,all can feel really proud of what
00:39:40,Speaker D,"you've done and what we've done together because it was with your investment in 26 that allowed us to make this important policy change. Thank you. Excellent. Thank you very much, Madam Secretary. Kelly, please. Thank you, Mr. Chairman's committee. Just one clarifying point. The LFC recommendation does not cut the agency budget. It is a 5% increase over the current operating budget. The guidelines for LFC reflected lower revenues that were coming into the state that we haven't seen in the last few years. 5% increase on average, the LFC recommendations for agencies was actually about a 2.2%. So, this was a prioritization area for the legislature to invest in. And if you look at that opening page, when I started as an analyst for early childhood, we were only spending$150 million statewide. We're clearly over$900 million. And some of those years were years that we were in solvency, and the legislature still grew early childhood during"
00:40:46,Speaker A,those toughest financial years. Where some of you were here
00:40:49,Speaker E,"with us, and we have been in a really privileged point over the last few years where the trust fund that the legislature created and invested allowed us to do a lot of this work. And so, just clarifying, we did not cut it. It is a growth budget. It is just a different, it's not"
00:41:12,Speaker B,an 84% growth budget. It is still
00:41:13,Speaker A,"a priority for the legislature. Excellent. Thank you very much,"
00:41:16,Speaker E,"Kelly. Back to you, Madam Secretary, to on the way. Yes, thank you. Thank you, Mr. Chair, and thank you, Kelly, for that clarification. I did not mean to say you cut our 26 budget. So I apologize from 26 to 27. The differences between the two recommendations. So, that is the"
00:41:37,Speaker B,"presentation on our FY27 executive budget. And then, I know you also wanted us"
00:41:42,Speaker E,"to talk about the wage scale and career lattice in more detail. So, if you prefer me to do that, can we do that briefly and then we'll go to questions? Yeah. So, just want to talk a little bit about what we have the commitment. Again, if we go back to the one page, that's all I have in terms of handouts on the wage scale. But pointing to that table that shows where we have been investing in the workforce over that, in partnership with the early childhood field, we have already taken significant steps. So, I hope that all of you received the wage scale and career lattice framework report and its recommendations. I'd share that with Amanda and hopefully everybody. I don't know if I. Have a copy of it, or anyone has a copy to show you what it looks like. But that has the whole framework in it. So, I didn't want to have a lot of slides, but I want you all to know that that's available and we can continue to do more deep analysis. But that document, that report, that framework was absolutely created by the field. And to remember, this is part of our enabling statute. So, we had to create a professional development plan, wage scale, and career lattice for all the programs that the department administers. So, we had Head Start, we had Early Head Start, we had home visiting, family, infant toddler, child care, and pre-K. We had advocates, we had higher education professionals, and we all worked together in what we called a change task force. 24 members working over six months, and that was the group that built the career lattice that you'll see in that report. There are different categories. So, in the professions, we have leadership, we have early childhood professionals. We have lead early childhood professionals, support, other categories, and then professionals who are already credentialed, physical therapists, occupational therapists. But this structure was designed to bring consistency and coherence to early childhood compensation. So for each of those types of levels, we identified roles that were in that within each of the four sectors, and then competencies that people holding those positions would need to have. And then what their credentials should be and at different levels. And then based on those credentials, what their salary should be. So I have examples of that, and we can continue to share more of that information. But with this structure, what we're requesting is funding to support us into implementation. So"
00:44:43,Speaker B,"in anticipation, we're going to work during"
00:44:45,Speaker A,"this fiscal year, as I shared earlier, with a smaller implementation working group that"
00:44:49,Speaker E,"will work cross-sector. And we will work to make sure that those wage scale and career lattices. Once implemented, do help boost the compensation across the field and then work again in coherence with our existing parity programs, ideally coming to a future state where they're all merged together and that we're able to support the providers across the ecosystem of early childhood"
00:45:15,Speaker A,"and the professionals who work there. We do intend for this to be coordinated with our reimbursement rates. We know that we don't want to pay our providers those rates. Those rates, over 50 to 60 percent of that rate, is about compensation. And so then the wage scale and career lattice will be added to that based on people's credentials and years of experience and qualifications. So that does everyone have the report? I just want to make sure. Yeah, we've got that out. Good. I want to make sure. Yeah, we'll get straight to questions. Yeah,"
00:45:55,Speaker G,"let's get straight to questions. There's a lot to discuss. You know, it's exciting to be talking about child care policy and wage scale and career lattice implementation. I know it's a lot in the midst of a very ambitious 30-day session, but we know this is important work and that again, this legislature, this governor have led on this. And I think we can also say the whole community has really led on early childhood here in New Mexico. Excellent. Thank you very much, Madam Secretary. Thank you to both of the analysts. Thank you to the teams. There is probably no state in the country that has made the jump from, Kelly, as you've outlined, where we were a little over a decade ago to where we are now, particularly in this administration with Governor Luhan Grisham. It is a point of pride, and we're excited to dive in now. As we all know, in a much tougher financial situation with far more financial uncertainty and risk facing our state than even when we convened here last year. So we're going to go straight to questions. We're going to start with Ranking Member Chatfield."
00:47:18,Speaker E,"Thank you, Mr. Chair. Welcome, Madam Secretary. I want to start by telling you how much I appreciate you remembering that there is a rural New Mexico out there coming to Tucum Carry, coming to Des Moines, putting in child care facilities there. And I think you've done a good job at that. As we've talked about before, we grew 100% last year, asking for another 50% over that this year. That's 200% where I went to school. And I just think that's a little tough. I think it's a little hard. And so I have a couple of questions. You said we're on track to double the amount of children served. Does that mean double the amount of children that have child"
00:48:09,Speaker B,care or double the amount of children that we're paying
00:48:12,Speaker G,"for? Because you really raise the amount. Well, there is no cap on the income, right? Before"
00:48:18,Speaker H,we were paying for the children of
00:48:19,Speaker B,"the people that were, you know, didn't"
00:48:21,Speaker E,"have much money. Now we're paying for everybody's kids. So, did we really get, how many, do you know how many kids were gaining into child care and how many were just paying for that were already in child care? Mr. Chair, Representative Chatfield, thank"
00:48:39,Speaker B,you. Thank you for the nice comments. And you make
00:48:42,Speaker D,"me think a point that I didn't make early, which is all of this is voluntary. So it's voluntary for providers to participate in universal child care, and it's voluntary, obviously, for parents if they want to use it. And it's for families who are working or in school. And so that's who the child care is meant for. And of course, grandparents raising grandchildren, we did exempt from the work or school requirement. And happy to see that we have 111 grandparents raising grandchildren that have since enrolled in universal child care since November 1. So, the question is: We will double who we've"
00:49:25,Speaker G,served in 24 by the end of 27 in terms
00:49:28,Speaker B,of whose care we pay for. That's
00:49:30,Speaker E,"your question. Yeah. So, my underlying question is: how many kids did we gain? How many kids are we paying for that we weren't already paying for? Mr. Chair, Representative Chatfield, currently we're paying for what was our and oh, there's 10,000, a little over 10,000 children whose care we're paying for now that we weren't paying for in October, just now in Universal. But by the end of 27, is that what you're asking? Kelly's gonna help out here. So, it's a clarifying"
00:50:04,Speaker B,question. I think we're talking about so
00:50:06,Speaker G,"the ECCD has capacity, license capacity to serve seven. There's 70,000 slots for child care assistance. We were serving around 20, or sorry, 31,000, and so presumably that. Gap was mostly private pay versus license versus what we were paying for. The expansion population, there is going to be"
00:50:25,Speaker E,a mix of people who were already in those centers who now we are the payer for. I don't think we have the data yet on what that
00:50:36,Speaker G,"mix is, how many are new to coming to a child care center, and how many were already in a child care center and we are now paying the payer for them instead of a private pay. Exactly, my question. How many are new? Exactly,"
00:50:54,Speaker B,"my question. Mr. Chair, Representative Chatfield, so"
00:50:55,Speaker E,"that's a great question that I think we can dig into and learn more. Right now, we're just helping you understand how many new families have come on and whether they already were in a spot that they"
00:51:10,Speaker B,were paying for privately and now they
00:51:12,Speaker G,have been able to have that financial relief. But on
00:51:15,Speaker B,"the universal child care brief on page 11, we did"
00:51:18,Speaker E,add a section to that appendix C that shows you where we were in September of 25. And so you can To see what our anticipated growth is
00:51:28,Speaker B,over the next four years for you.
00:51:30,Speaker G,"So, Madam Secretary, I guess I'm thinking we're not gaining double the amount of kids. We're just paying for twice as"
00:51:37,Speaker B,"many kids, and we'll be picking up"
00:51:39,Speaker E,"a few, but a lot of it is we just"
00:51:42,Speaker B,pick the cap off of the wage
00:51:43,Speaker A,"scale that we'll pay for. And so, which leads me to, is that untrue? Yeah, I think"
00:51:49,Speaker B,it's the point. We are unclear about
